airline_sentiment,text
negative,@united bad idea to let 200 people back on the terminal with food vouchers but allow only 15 minutes to get anything.  Long lines!! #ua1523
negative,@AmericanAir  flight to dca I need to change asap help can't get through
negative,"@USAirways your CSR in PHL suck.   Flt 3883 gets cx'd,  i get rebooked to the next day?  On standby for 4011. Not hopeful."
negative,@SouthwestAir How many trees have to die before you stop trying to sell us a credit  card? #OptOut http://t.co/CXrZhcdTVz
negative,"@USAirways I'm not patient. I'm annoyed. If you can't book this travel online, then you shouldn't make people wait on the phone."
negative,@AmericanAir work would be much better with my lesson plans and music for my classes today.
negative,@united Thanks.    This one was delayed an hour and a half prior to scheduled departure.
negative,@USAirways @husainhaqqani Mr. Husain u shld protest as well when one of ur party member Rehman Malik delayed a PIA flight for hours..???
negative,@united that may be true however after 4 weeks matter is still unresolved and I can not get through to a supervisor or manager to help
negative,@AmericanAir Still waiting news about my bags 48hrs already happened and this company don't give to the passengers any certain information
negative,@united if your air traffic crew could get their shit together no one would notice the rudeness of the ground staff
negative,@united anyone awake? Paying for wifi on iPhone when need to be using it on laptop. Logout option for wifi in flight? Time is wasting!
negative,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Ur60Un86gy
negative,@USAirways I waited on hold for too long. I shouldn't have to wait on hold forever when I never received a confirm. in the 1st place #help
negative,"@AmericanAir no one received text alerts, automated calls, anything either. Literally no information as to what was happening."
negative,"@united yes it is partly used, the del-ewr is used, the return flight was Cancelled Flightled due to technical glitch in operations"
negative,@united I have sent a message with a bag tag. Have you looked?
negative,@united what is going on with baggage claim in Newark!#tiredandwanttogohome
negative,@JetBlue my flight 475 Cancelled Flighted due to lavatory problems. Can't confirm if they are gonna get a flight from Boston Logan Int
negative,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback
negative,@AmericanAir I understand. But why is this the only flight of the day not going out? Twice?! I'm now out of extra meds and diapers for baby.
negative,@USAirways @jtrexsocial i fell asleep from a call i placed midght.. guess what still on hold 7 am
negative,@USAirways gate agent in CLT forced me to check bag in z1 &amp; proceeded to allow larger bags. Huge inconvenience to travel plans.
negative,@united there is a disconnect between your PR group and the actual business strategy and employee attitude on the ground.  #liars #united
negative,"@united It isnt simple issue, generally how you set up check in/baggage policies at Logan and general unhelpfulness of employees in early AM"
negative,@USAirways need to retrain US 3837 lead flight attendant and gate agent at arrival MKE 2/23.  Horrible attitudes toward helping customers.
negative,@united so we fly into SFO and Honululu gets pushed back 3.5 hours and now it looks like more delays.  I beg of you plz sort this out soon!
negative,@JetBlue and they are telling me I got to get another hotel and food...so spend more money because you guys made me miss my connection
negative,@AmericanAir thanks for getting back to me. But I will find other airlines in the future.
negative,@USAirways you are cutting into my pregame time.  Go @KentuckyMBB !!!!
negative,"@usairways My flight was Cancelled Flighted Saturday. Why was my luggage not at the airport? Today, I'm supposed to have it delivered. Pathetic"
negative,"@JetBlue Love your airline...hate your website.  Just tried to book 2 tickets (1 w miles, 1 w/out).  Absolute joke.   Needs a lot of work!"
negative,"@JetBlue if you can't guarantee parents will sit with their children, don't sell tickets with that promise! #jetblue http://t.co/HDoXiM6NZ2"
negative,"@USAirways booked an award ticket recently, now same ticket is less miles. how do I contact you without using the online form or phone?"
negative,@SouthwestAir you just Cancelled Flightled my flight home so you better get me a private jet or something. I need to get home now
negative,"@JetBlue flying out of BUF 2 BOS, missing captain... Really? Delayed til 2:00... Not happy..."
negative,@USAirways are people going to answer our calls?
negative,@united I'm seeking to go 2 client. B/c u cant get me there I need refund. I filled out form not confident it works if past is an indication
negative,@USAirways and no offers to provide us with a hotel or anything for a flight that is over 19 hours away!
negative,"@united not 100% sure, however my ticket included one checked bag, therefore this charge was extra and completely unanticipated."
negative,@AmericanAir you cxl both my flights to/from DFW to CLL w/o notice then treat me like trash on the phone and offer no compensation? WTH?
negative,@SouthwestAir @PoteetTJ had to fly @Delta MCO-&gt;CMH for $400 b/c we cldnt reach SWA to reroute SWA 3104 Cancelled Flightlation. Voucher wld help.
negative,"@JetBlue no they offered the flight (4/19), I paid, then they changed it.This is the 2nd  time you have done this to me. ruins cruise plans"
negative,@SouthwestAir plane switch on 636 meant A= back of plane #disappointed
negative,@AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed
negative,@JetBlue walked from the gate to the just ask desk by gate 1 http://t.co/p6ucbVlv5E
negative,@AmericanAir rude gate agent by AA363 ORD-LGA just now. Seems to have a temper. Made me check in a bag that fit INSIDE the sizer.
negative,@united I think DM would be better
negative,@jetblue terrible landing on 915
negative,@USAirways @AmericanAir will one of you please answer the phone?
negative,@USAirways I asked for some reimbursement something like miles added to my account and was told to call customer service
negative,@USAirways how does an airline misplace an airline attendant?!! been at Reagan airport since 1pm10:15 to Cincy is delayed trying to find her
negative,@usairways @usair   idiots took our plane &amp; gave it to someone else. Fudgers!!!! Flight 799 from Philly to Orlando
negative,"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag."
negative,"@JetBlue hey awesome peeps, what's up with flight 1159 from Boston? Delayed 3hrs?"
negative,1/2 @united Just be honest with your customers. The new seats are designed to fit more rows on the plane. More rows = more money.
negative,@AmericanAir 24 hrs &amp; 2 cncld flights Late Flightr I've landed in PHL. Now 30 mins &amp; counting on tarmac waiting for gate. Pls do better than this.
negative,@JetBlue it's ok. Things happen. Just very frustrated when you have to change your schedule. See you tomorrow for a new rescheduled flight.
negative,@JetBlue won't see my money again after their poor service    should have stuck with virgin america what was i thinking trying jetblue???
negative,@united so disgusted and disappointed with united airlines luggage policies and attitude toward musicians. Unacceptable
